year;CO2 ppm;methane ppb;N2O ppb
1150.0;283.9;;
1155.0;284.0;;
1160.0;284.0;;
1165.0;284.1;;
1170.0;284.1;;
1175.0;284.1;;
1180.0;284.0;;
1185.0;284.0;;
1190.0;283.9;;
1195.0;283.8;;
1196.0;280.1;;
1198.0;;684.0;
1200.0;283.6;;
1205.0;283.4;;
1208.0;;643.0;267.0
1210.0;283.2;;
1214.0;;680.0;266.0
1215.0;283.0;;
1220.0;282.8;;
1225.0;282.5;;
1230.0;282.3;;
1235.0;282.2;;
1240.0;282.0;;
1245.0;281.9;;
1248.0;;661.0;
1250.0;281.9;;
1255.0;281.9;;
1260.0;282.0;;
1265.0;282.1;;
1270.0;282.2;;
1272.0;;669.0;
1275.0;282.3;;
1278.0;282.2;;
1280.0;282.5;;
1282.0;;667.0;
1283.0;;;263.0
1285.0;282.6;;
1290.0;282.8;;
1295.0;282.9;;
1300.0;283.0;;
1305.0;283.1;;
1310.0;283.2;;
1315.0;283.3;;
1320.0;283.3;;
1325.0;283.2;;
1329.0;;673.0;
1330.0;283.1;;
1335.0;282.9;;
1340.0;282.7;;
1345.0;282.4;;
1350.0;282.1;;
1355.0;281.8;;
1360.0;281.5;;
1365.0;281.2;;
1370.0;281.0;;
1375.0;280.7;;
1380.0;280.5;;
1385.0;280.4;;
1389.0;;678.0;
1390.0;280.3;;
1391.0;281.1;;
1395.0;280.3;;
1397.0;;680.0;
1398.0;;;267.0
1400.0;280.3;;
1405.0;280.4;;
1410.0;280.5;;
1411.0;;668.0;
1415.0;280.6;;
1417.0;;670.0;
1420.0;280.7;;
1425.0;280.8;;
1430.0;280.9;;
1435.0;280.9;;
1440.0;280.9;;
1445.0;280.9;;
1448.0;;682.0;
1450.0;280.8;;
1455.0;280.7;;
1460.0;280.6;;
1465.0;277.7;;
1467.0;;671.0;
1470.0;280.6;;
1471.0;;;258.0
1472.0;;644.0;
1475.0;280.8;;
1480.0;281.0;;
1485.0;281.3;;
1490.0;281.6;;
1491.0;;670.0;
1495.0;281.9;;
1500.0;282.2;;
1501.0;;693.0;
1505.0;282.5;;
1510.0;282.7;;
1515.0;282.9;;
1520.0;283.1;;
1525.0;283.2;;
1529.0;;699.0;
1530.0;283.2;;
1535.0;283.2;;
1540.0;283.1;;
1545.0;283.0;;
1546.0;281.9;;
1547.0;;681.0;
1549.0;;704.0;
1550.0;282.8;;
1555.0;279.1;;
1560.0;282.2;;
1565.0;281.8;;
1568.0;;684.0;
1569.0;;;268.0
1570.0;281.2;;
1572.0;;685.0;
1575.0;280.5;;
1580.0;279.7;;
1585.0;278.8;;
1590.0;278.0;;
1591.0;;665.0;
1595.0;277.1;;
1600.0;276.4;;
1605.0;275.8;;
1606.0;;668.0;
1610.0;275.5;;
1615.0;275.3;;
1620.0;275.3;;
1622.0;;679.0;
1625.0;275.4;;
1630.0;275.6;;
1635.0;275.9;;
1640.0;276.1;;
1645.0;276.3;;
1649.0;;675.0;
1650.0;276.4;;
1653.0;;676.0;
1655.0;276.5;;
1660.0;276.5;;
1665.0;276.5;;
1670.0;276.4;;
1671.0;277.9;;
1675.0;276.4;;
1680.0;276.4;;
1681.0;;692.0;
1682.0;274.9;;
1685.0;276.4;;
1690.0;276.5;;263.0
1692.0;;679.0;
1694.0;;676.0;
1695.0;276.6;;
1700.0;276.7;;
1705.0;276.8;;
1710.0;276.9;;
1715.0;277.0;;
1720.0;277.0;;
1722.0;;672.0;
1725.0;277.0;;
1730.0;277.0;;
1735.0;276.9;;
1740.0;276.9;;
1743.0;;683.0;
1744.0;276.8;;
1745.0;276.9;;269.0
1748.0;;696.0;
1749.0;;693.0;
1750.0;277.0;;
1751.0;;697.0;
1755.0;277.2;;
1760.0;277.6;;
1762.0;;703.0;
1764.0;276.7;;
1765.0;278.0;;
1766.0;;727.0;
1770.0;278.6;;
1775.0;279.3;;
1779.0;;714.0;
1780.0;280.1;;
1785.0;280.8;;
1790.0;281.6;;
1791.0;279.7;;
1795.0;282.3;;
1796.0;;717.0;
1798.0;;729.0;
1799.0;;710.0;
1800.0;282.9;;
1805.0;283.4;;
1810.0;283.8;;
1813.0;280.4;;
1815.0;284.0;;
1816.0;283.8;;
1820.0;284.2;762.0;
1821.0;;;267.0
1824.0;;784.0;
1825.0;284.3;;
1827.0;;756.0;
1830.0;284.4;;
1834.0;;756.0;
1835.0;284.5;;
1839.0;283.1;;
1840.0;284.6;;
1842.0;;767.0;
1843.0;287.4;;
1845.0;284.8;;
1847.0;286.8;764.0;
1850.0;285.2;;
1852.0;;786.0;
1854.0;288.2;;
1855.0;285.7;;
1856.0;;776.0;
1860.0;286.3;;
1863.0;;790.0;
1865.0;287.2;;
1869.0;289.3;;
1870.0;288.2;;
1871.0;;812.0;
1874.0;289.5;;
1875.0;289.4;;
1878.0;290.3;;
1879.0;;822.0;
1880.0;290.8;;
1884.0;;829.0;
1885.0;292.3;;
1887.0;292.3;;
1888.0;;834.0;
1890.0;293.7;;
1893.0;;837.0;
1894.0;;852.0;
1895.0;295.2;;
1899.0;295.8;;
1900.0;296.7;862.0;
1901.0;;868.0;
1903.0;294.8;;279.0
1905.0;298.2;;
1907.0;;888.0;
1909.0;299.2;;
1910.0;299.9;;
1914.0;;922.0;
1915.0;301.5;;
1917.0;;930.0;
1920.0;303.2;;281.0
1921.0;301.6;;
1925.0;304.9;;
1926.0;;990.0;
1927.0;305.5;;
1928.0;;997.0;
1930.0;306.5;;
1931.0;;1006.0;
1934.0;;1023.0;
1935.0;308.0;;
1936.0;;1045.0;
1937.0;;907.0;285.0
1938.0;;1053.0;
1940.0;309.3;1060.0;
1941.0;;1059.0;
1942.0;;1069.0;
1943.0;307.9;;
1944.0;;1083.0;
1945.0;310.5;;
1946.0;;1082.0;
1950.0;312.0;1103.0;
1953.0;312.7;;
1954.0;;;286.0
1955.0;314.1;1143.0;
1956.0;;1173.0;
1957.0;;1183.0;
1958.0;;;288.0
1959.0;315.97;;
1960.0;316.9;;
1961.0;317.64;1219.0;
1962.0;318.45;;
1963.0;318.99;;
1964.0;319.62;1260.0;291.0
1965.0;320.5;1261.0;
1966.0;321.38;;
1967.0;322.16;1284.0;292.0
1968.0;323.04;;
1969.0;324.62;;294.0
1970.0;324.7;1352.0;294.0
1971.0;326.32;1357.0;294.0
1972.0;327.45;1380.0;296.0
1973.0;329.68;1386.0;296.0
1974.0;330.18;1422.0;296.0
1975.0;329.4;1420.0;298.0
1976.0;332.05;;297.0
1977.0;333.78;1458.0;299.0
1978.0;335.41;;
1979.0;336.78;;301.0
1980.0;338.68;1480.0;301.0
1981.0;340.1;;301.0
1982.0;341.44;;303.0
1983.0;343.03;;304.0
1984.0;344.58;1656.0;304.0
1985.0;346.04;1607.0;304.0
1986.0;347.39;1619.0;305.0
1987.0;349.16;1632.0;305.0
1988.0;351.56;1641.0;306.0
1989.0;353.07;1655.0;307.0
1990.0;354.35;1665.0;308.0
1991.0;355.57;1672.0;309.0
1992.0;356.38;1687.0;310.0
1993.0;357.07;1688.0;310.0
1994.0;358.82;1693.0;310.0
1995.0;360.8;1701.0;311.0
1996.0;362.59;1703.0;312.0
1997.0;363.71;1709.0;313.0
1998.0;366.65;1716.0;313.0
1999.0;368.33;1727.0;314.0
2000.0;369.52;1729.0;315.0
2001.0;371.13;1727.0;316.0
2002.0;373.22;1728.0;317.0
2003.0;375.77;1729.0;317.0
2004.0;377.49;1729.0;318.0
2005.0;379.8;1727.0;318.0
2006.0;381.9;1727.0;319.0
2007.0;383.76;1733.0;320.0
2008.0;385.59;1740.0;321.0
2009.0;387.37;1744.0;322.0
2010.0;389.85;1751.0;322.0
2011.0;391.63;1758.0;323.0
2012.0;393.82;1761.0;324.0
2013.0;396.48;1766.0;325.0
2014.0;398.61;1775.0;326.0
2015.0;400.83;1786.0;327.0
2016.0;404.41;1792.0;328.0
2017.0;406.76;1798.0;329.0
2018.0;408.72;1811.0;330.0
2019.0;411.66;1817.0;331.0
2020.0;414.24;1825.0;332.0
